DATE,IHLIDXUSTPSOFTDEVE
2023-12-22,74.22
2023-12-23,74.19
2023-12-24,74.19
2023-12-25,74.16
2023-12-26,74.14
2023-12-27,74.11
2023-12-28,74.09
2023-12-29,74.14
2023-12-30,74.11
2023-12-31,74.0
2024-01-01,73.82
2024-01-02,73.58
2024-01-03,73.4
2024-01-04,73.29
2024-01-05,73.07
